ProductKey,sku,product_name,old_type,subcategory,category,department,product_family,meta_code,meta_mapped_by,meta_reason 
555,42635001,Juice Blueberry Pomegranate,,Juice,Juice,Beverages,Drink,171,SJ,character match for juice
556,42636001,Juice Peach Mango,,Juice,Juice,Beverages,Drink,171,SJ,character match for juice
557,42637001,Taco Seasoning Original,,Spices,Spices,Baking Goods,Food,1177,RK,Taco Seasoning Original mapped to Spices/Seasoning
558,42638001,Craisins Original,,Dried Fruit,Dried Fruit,Snack Foods,Food,1178,RK,Craisins Original mapped to Dried Fruit
559,42639001,Cranberry Sauce Jellied,,Sauces,Sauces,Baking Goods,Food,191,SJ,character match Sauce
560,42640001,Juice Cherry,,Juice,Juice,Beverages,Drink,171,SJ,character match for juice
561,42641001,Juice Citrus Tangerine Orange Juice,,Juice,Juice,Beverages,Drink,171,SJ,character match for juice
562,42642001,Juice Grape Cranberry,,Juice,Juice,Beverages,Drink,171,SJ,character match for juice
563,42643001,Juice White Grapefruit,,Juice,Juice,Beverages,Drink,171,SJ,character match for juice
564,42644001,Sparkling Juice Cranberry,,Juice,Juice,Beverages,Drink,171,SJ,character match for juice
565,42645001,Coffee Aztec Blend Medium,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,11,SJ,These manufacturers only produce coffee.
566,42646001,Coffee Columbian Excelso,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,11,SJ,These manufacturers only produce coffee.
567,42647001,Coffee French Roast Dark,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,11,SJ,These manufacturers only produce coffee.
568,42648001,Coffee Guatemalan,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,11,SJ,These manufacturers only produce coffee.
569,42649001,Coffee Mexican Chiapas,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,11,SJ,These manufacturers only produce coffee.
570,42650001,Coffee Peruvian Chanchamayo,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,11,SJ,These manufacturers only produce coffee.
571,42651001,Honey Flake & Oat Clusters Cereal,Cereal,Cereal,Cereal,Breakfast Foods,Food,1,AU,Mapped from old item type into new subcategory
572,42652001,Honey Nut Os Cereal,Cereal,Cereal,Cereal,Breakfast Foods,Food,1,AU,Mapped from old item type into new subcategory
573,42653001,Multi Grain Squares Cereal,Cereal,Cereal,Cereal,Breakfast Foods,Food,1,AU,Mapped from old item type into new subcategory
574,42654001,Raisin Bran Cereal,Cereal,Cereal,Cereal,Breakfast Foods,Food,1,AU,Mapped from old item type into new subcategory
575,42655001,Spread Hazelnut,,Sauces,Sauces,Baking Goods,Food,1179,RK,Spread Hazelnut mapped to Spread
576,42656001,Coffee Breakfast Blend,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,162,SJ,Remaining Match for Coffee
577,42657001,Coffee Hazelnut Creme,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,162,SJ,Remaining Match for Coffee
578,42658001,Carnation Reduced Fat,,Sugar,Sugar,Baking Goods,Food,1180,RK,Carnation Reduced Fat is a condensed milk. Remapped by AU to sugar
579,42659001,Coffeemate French Vanilla,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,162,SJ,Remaining Match for Coffee
580,42660001,Hot Cocoa Mix Milk Chocolate,Soda/Juice/Drinks,Chocolate,Chocolate,Beverages,Drink,181,AU,character match for Hot Cocoa
581,42661001,Hot Cocoa Mix Mini Marshmallow,,Chocolate,Chocolate,Beverages,Drink,181,AU,character match for Hot Cocoa
582,42662001,Milk Banana Strawberry,Soda/Juice/Drinks,Flavored Drinks,Flavored Drinks,Beverages,Drink,1185,RK,Non-Dairy Milk mapped to Milk (closest category)
583,42663001,Tea Instant,,Flavored Drinks,Flavored Drinks,Beverages,Drink,221,AU,Comparison against a set of known drink manufacturers
584,42664001,Drink Mix Chocolate,,Flavored Drinks,Flavored Drinks,Beverages,Drink,301,AU,Comparison against set of known flavored drink manufacturers and verified by hand
585,42665001,Drink Mix Chocolate,,Flavored Drinks,Flavored Drinks,Beverages,Drink,301,AU,Comparison against set of known flavored drink manufacturers and verified by hand
586,42666001,Drink Mix Chocolate,,Flavored Drinks,Flavored Drinks,Beverages,Drink,301,AU,Comparison against set of known flavored drink manufacturers and verified by hand
587,42667001,Tasters Choice Coffee,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,162,SJ,Remaining Match for Coffee
588,42668001,Bagels Cinnamon Raisin,,Bagels,Bagels,Baked Goods,Food,141,SJ,character match for bagels
589,42669001,Bagels Plain,,Bagels,Bagels,Baked Goods,Food,141,SJ,character match for bagels
590,42670001,Bagels Whole Wheat,,Bagels,Bagels,Baked Goods,Food,141,SJ,character match for bagels
591,42671001,Bread Cinnamon Raisin Swirl,Bread,Sliced Bread,Sliced Bread,Baked Goods,Food,241,AU,Character match with Bread and edge cases handled
592,42672001,Thin Bagels White,,Bagels,Bagels,Baked Goods,Food,141,SJ,character match for bagels
593,42673001,Thin Bagels Whole Wheat,,Bagels,Bagels,Baked Goods,Food,141,SJ,character match for bagels
594,42674001,Nationeel Avocado Dip ,Dips,Dips,Dips,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
595,42675001,Nationeel Buttered Popcorn ,Popcorn,Popcorn,Popcorn,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
596,42676001,Nationeel Cheese Dip ,Dips,Dips,Dips,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
597,42677001,Nationeel Chocolate Chip Cookies ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
598,42678001,Nationeel Fondue Mix ,Dips,Dips,Dips,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
599,42679001,Nationeel Frosted Cookies ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
600,42680001,Nationeel Fudge Brownies ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
601,42681001,Nationeel Fudge Cookies ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
602,42682001,Nationeel Graham Crackers ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
603,42683001,Nationeel Lemon Cookies ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
604,42684001,Nationeel Low Fat Cookies ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
605,42685001,Nationeel Low Fat Popcorn ,Popcorn,Popcorn,Popcorn,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
606,42686001,Nationeel No Salt Popcorn ,Popcorn,Popcorn,Popcorn,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
607,42687001,Nationeel Salsa Dip ,Dips,Dips,Dips,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
608,42688001,Nationeel Sugar Cookies ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
609,42689001,Chips Ahoy Cookies Candy Blasts,,Cookies,Cookies,Snack Foods,Food,41,AU,Chips Ahoy are Cookies
610,42690001,Chips Ahoy Cookies Chewy Chocolate Chip,,Cookies,Cookies,Snack Foods,Food,41,AU,Chips Ahoy are Cookies
611,42691001,Chips Ahoy Cookies Chewy Chocolate Chip,,Cookies,Cookies,Snack Foods,Food,41,AU,Chips Ahoy are Cookies
612,42692001,Chips Ahoy Cookies Chewy Chocolate Reeses,,Cookies,Cookies,Snack Foods,Food,41,AU,Chips Ahoy are Cookies
613,42693001,Chips Ahoy Cookies Chewy Reeses Peanut Butter Cup,Snacks,Cookies,Cookies,Snack Foods,Food,41,AU,Chips Ahoy are Cookies
614,42694001,Chips Ahoy Cookies Chocolate Chip,,Cookies,Cookies,Snack Foods,Food,41,AU,Chips Ahoy are Cookies
615,42695001,Chips Ahoy Cookies Chocolate Chip,,Cookies,Cookies,Snack Foods,Food,41,AU,Chips Ahoy are Cookies
616,42696001,Chips Ahoy Cookies Chunky,,Cookies,Cookies,Snack Foods,Food,41,AU,Chips Ahoy are Cookies
617,42697001,Chips Ahoy Cookies Double Chocolate Thins,,Cookies,Cookies,Snack Foods,Food,41,AU,Chips Ahoy are Cookies
618,42698001,Chips Ahoy Cookies Oatmeal Thins,,Cookies,Cookies,Snack Foods,Food,41,AU,Chips Ahoy are Cookies
619,42699001,Chips Ahoy Cookies Red Velvet,,Cookies,Cookies,Snack Foods,Food,41,AU,Chips Ahoy are Cookies
620,42700001,Chips Ahoy Cookies Reduced Fat,,Cookies,Cookies,Snack Foods,Food,41,AU,Chips Ahoy are Cookies
621,42701001,Chips Ahoy Cookies Smores,,Cookies,Cookies,Snack Foods,Food,41,AU,Chips Ahoy are Cookies
622,42702001,Chips Ahoy Cookies Snak-Saks Original,,Cookies,Cookies,Snack Foods,Food,41,AU,Chips Ahoy are Cookies
623,42703001,Chips Ahoy Cookies Soft Chunky Peanut Butter,Snacks,Cookies,Cookies,Snack Foods,Food,41,AU,Chips Ahoy are Cookies
624,42704001,Chips Ahoy Cookies Thins Cinnamon Sugar,,Cookies,Cookies,Snack Foods,Food,41,AU,Chips Ahoy are Cookies
625,42705001,Chips Ahoy Cookies Thins Original,,Cookies,Cookies,Snack Foods,Food,41,AU,Chips Ahoy are Cookies
626,42706001,Chips Ahoy Cookies White Fudge Chunky,,Cookies,Cookies,Snack Foods,Food,41,AU,Chips Ahoy are Cookies
627,42707001,Chips Ahoy Original Chocolate Chip,,Cookies,Cookies,Snack Foods,Food,41,AU,Chips Ahoy are Cookies
628,42708001,Wheat Thins Big Crackers Original,,Crackers,Crackers,Snack Foods,Food,42,AU,Wheat Thins are Crackers
629,42709001,Wheat Thins Cracked Pepper & Olive Oil,,Crackers,Crackers,Snack Foods,Food,42,AU,Wheat Thins are Crackers
630,42710001,Wheat Thins Hint Of Salt,,Crackers,Crackers,Snack Foods,Food,42,AU,Wheat Thins are Crackers
631,42711001,Wheat Thins Original,,Crackers,Crackers,Snack Foods,Food,42,AU,Wheat Thins are Crackers
632,42712001,Wheat Thins Ranch,,Crackers,Crackers,Snack Foods,Food,42,AU,Wheat Thins are Crackers
633,42713001,Wheat Thins Reduced Fat,,Crackers,Crackers,Snack Foods,Food,42,AU,Wheat Thins are Crackers
634,42714001,Wheat Thins Sundried Tomato & Basil,,Crackers,Crackers,Snack Foods,Food,42,AU,Wheat Thins are Crackers
635,42715001,Wheat Thins Toasted Chips Multigrain,,Crackers,Crackers,Snack Foods,Food,42,AU,Wheat Thins are Crackers
636,42716001,Wheat Thins Toasted Chips Veggie,,Crackers,Crackers,Snack Foods,Food,42,AU,Wheat Thins are Crackers
637,42717001,Wheat Thins Toasted Pita Garlic Herb,,Crackers,Crackers,Snack Foods,Food,42,AU,Wheat Thins are Crackers
638,42718001,Wheat Thins Toasted Pita Original,,Crackers,Crackers,Snack Foods,Food,42,AU,Wheat Thins are Crackers
639,42719001,Musial Malted Milk Balls ,Chocolate Candy,Chocolate Candy,Chocolate Candy,Snacks,Food,1,AU,Mapped from old item type into new subcategory
640,42720001,Musial Mint Chocolate Bar ,Chocolate Candy,Chocolate Candy,Chocolate Candy,Snacks,Food,1,AU,Mapped from old item type into new subcategory
641,42721001,Musial Mints ,Hard Candy,Hard Candy,Hard Candy,Snacks,Food,1,AU,Mapped from old item type into new subcategory
642,42722001,Musial Semi-Sweet Chocolate Bar ,Chocolate Candy,Chocolate Candy,Chocolate Candy,Snacks,Food,1,AU,Mapped from old item type into new subcategory
643,42723001,Musial Spicy Mints ,Hard Candy,Hard Candy,Hard Candy,Snacks,Food,1,AU,Mapped from old item type into new subcategory
644,42724001,Musial Tasty Candy Bar ,Chocolate Candy,Chocolate Candy,Chocolate Candy,Snacks,Food,1,AU,Mapped from old item type into new subcategory
645,42725001,Musial White Chocolate Bar ,Chocolate Candy,Chocolate Candy,Chocolate Candy,Snacks,Food,1,AU,Mapped from old item type into new subcategory
646,42726001,Diaper Bag Dispenser,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
647,42727001,Diaper Bag Refills,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
648,42728001,Syrup Regular,,Sauces,Sauces,Baking Goods,Food,151,SJ,Sauce is best fit for syrup
649,42729001,Juice Boxes Apple White Grape,,Juice,Juice,Beverages,Drink,171,SJ,character match for juice
650,42730001,Applesauce Cinnamon,,Canned Fruit,Canned Fruit,Canned Products,Food,1187,RK,Applesauce Cinnamon mapped to Canned Fruit
651,42731001,Pain Reliever/Fever Reducer Original Berry,,Ibuprofen,Ibuprofen,Health and Hygiene,Non-Consumable,362,RK,Motrin mapped to Ibuprofen
652,42732001,Salt Kosher,,Spices,Spices,Baking Goods,Food,281,AU,Morton makes salt
653,42733001,Sea Salt Coarse,,Spices,Spices,Baking Goods,Food,281,AU,Morton makes salt
654,42734001,Sea Salt Fine,,Spices,Spices,Baking Goods,Food,281,AU,Morton makes salt
655,42735001,Monarch Rice Medly ,Rice,Rice,Rice,Starchy Foods,Food,1,AU,Mapped from old item type into new subcategory
656,42736001,Monarch Thai Rice ,Rice,Rice,Rice,Starchy Foods,Food,1,AU,Mapped from old item type into new subcategory
657,42737001,Moms Beef Bologna ,Bologna,Bologna,Bologna,Deli,Food,1,AU,Mapped from old item type into new subcategory
658,42738001,Moms Chicken Hot Dogs ,Hot Dogs,Hot Dogs,Hot Dogs,Deli,Food,1,AU,Mapped from old item type into new subcategory
659,42739001,Moms Cole Slaw ,Deli Salads,Deli Salads,Deli Salads,Deli,Food,1,AU,Mapped from old item type into new subcategory
660,42740001,Moms Corned Beef ,Deli Meats,Deli Meats,Deli Meats,Deli,Food,1,AU,Mapped from old item type into new subcategory
661,42741001,Moms Foot-Long Hot Dogs ,Hot Dogs,Hot Dogs,Hot Dogs,Deli,Food,1,AU,Mapped from old item type into new subcategory
662,42742001,Moms Low Fat Bologna ,Bologna,Bologna,Bologna,Deli,Food,1,AU,Mapped from old item type into new subcategory
663,42743001,Moms Low Fat Cole Slaw ,Deli Salads,Deli Salads,Deli Salads,Deli,Food,1,AU,Mapped from old item type into new subcategory
664,42744001,Moms Pimento Loaf ,Bologna,Bologna,Bologna,Deli,Food,1,AU,Mapped from old item type into new subcategory
665,42745001,Moms Potato Salad ,Deli Salads,Deli Salads,Deli Salads,Deli,Food,1,AU,Mapped from old item type into new subcategory
666,42746001,Moms Roasted Chicken ,Fresh Chicken,Fresh Chicken,Fresh Chicken,Deli,Food,1,AU,Mapped from old item type into new subcategory
667,42747001,Moms Sliced Chicken ,Deli Meats,Deli Meats,Deli Meats,Deli,Food,1,AU,Mapped from old item type into new subcategory
668,42748001,Moms Sliced Ham ,Deli Meats,Deli Meats,Deli Meats,Deli,Food,1,AU,Mapped from old item type into new subcategory
669,42749001,Moms Sliced Turkey ,Deli Meats,Deli Meats,Deli Meats,Deli,Food,1,AU,Mapped from old item type into new subcategory
670,42750001,Moms Turkey Hot Dogs ,Hot Dogs,Hot Dogs,Hot Dogs,Deli,Food,1,AU,Mapped from old item type into new subcategory
671,42751001,Coolers Fruit Punch,,Flavored Drinks,Flavored Drinks,Beverages,Drink,221,AU,Comparison against a set of known drink manufacturers
672,42752001,Fruit Drink Peach,,Flavored Drinks,Flavored Drinks,Beverages,Drink,221,AU,Comparison against a set of known drink manufacturers
673,42753001,Juice Cherry Limeade,,Juice,Juice,Beverages,Drink,171,SJ,character match for juice
674,42754001,Orange Juice No Pulp,,Juice,Juice,Beverages,Drink,171,SJ,character match for juice
675,42755001,Coffee French Vanilla,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,162,SJ,Remaining Match for Coffee
676,42756001,Coffee Hazelnut Creme,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,162,SJ,Remaining Match for Coffee
677,42757001,Medalist Rice Medly ,Rice,Rice,Rice,Starchy Foods,Food,1,AU,Mapped from old item type into new subcategory
678,42758001,Medalist Thai Rice ,Rice,Rice,Rice,Starchy Foods,Food,1,AU,Mapped from old item type into new subcategory
679,42760001,"Vanilla, Butter & Nut Exctract",,Spices,Spices,Baking Goods,Food,1193,RK,"Vanilla, Butter & Nut Exctract mapped to Flavoring"
680,42762001,Coffee Medium Dark 100% Colombian,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
681,42763001,Coffee Medium Dark 100% Colombian,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
682,42764001,Coffee Medium Dark French,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
683,42765001,Coffee Medium Dark French,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
684,42766001,Coffee Medium Dark French Decaf,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
685,42767001,Coffee Medium Gourmet,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
686,42768001,Coffee Medium Gourmet,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
687,42769001,Coffee Medium House Blend,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
688,42770001,Coffee Medium Lite,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
689,42771001,Coffee Medium Lite,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
690,42772001,Coffee Medium Original,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
691,42773001,Coffee Medium Original,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
692,42774001,Coffee Medium Original Decaf,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
693,42775001,Coffee Medium Original Decaf,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
694,42776001,Coffee Medium Vanilla,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
695,42777001,Coffee Mild Master Blend,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
